day,month,week,hour,input,output
1,11,5,10,"[7864.3, 7863.3, 7862.55, 7862.5, 7860.15, 7859.0, 7857.95, 7855.8, 7854.85, 7854.05, 7856.15, 7857.7, 7859.7, 7859.0, 7861.3, 7863.55, 7866.05, 7865.05, 7863.15, 7864.45, 7863.7, 7861.3, 7861.0, 7861.6, 7860.65, 7859.85, 7860.5, 7860.3, 7860.2, 7857.75, 7855.65, 7854.1, 7852.35, 7852.0, 7849.2, 7848.65, 7851.8, 7851.2, 7849.95, 7851.45, 7850.9, 7851.45, 7850.35, 7851.95, 7851.5, 7849.2, 7849.1, 7850.25, 7850.75, 7851.5, 7850.4, 7850.5, 7849.9, 7850.75, 7851.15, 7850.1, 7846.4, 7843.85, 7844.55, 7845.05]","[7864.3, 7863.3, 7862.55, 7862.5, 7860.15, 7859.0, 7857.95, 7855.8, 7854.85, 7854.05, 7856.15, 7857.7, 7859.7, 7859.0, 7861.3, 7863.55, 7866.05, 7865.05, 7863.15, 7864.45, 7863.7, 7861.3, 7861.0, 7861.6, 7860.65, 7859.85, 7860.5, 7860.3, 7860.2, 7857.75, 7855.65, 7854.1, 7852.35, 7852.0, 7849.2, 7848.65, 7851.8, 7851.2, 7849.95, 7851.45, 7850.9, 7851.45, 7850.35, 7851.95, 7851.5, 7849.2, 7849.1, 7850.25, 7850.75, 7851.5, 7850.4, 7850.5, 7849.9, 7850.75, 7851.15, 7850.1, 7846.4, 7843.85, 7844.55, 7845.05, 7845.0, 7846.8, 7847.75, 7848.9, 7849.65, 7849.95, 7851.9, 7855.6, 7856.8, 7854.8, 7855.75, 7855.6, 7854.8, 7855.0, 7854.8, 7853.75, 7853.8, 7852.9, 7854.35, 7853.15, 7852.95, 7848.3, 7847.8, 7848.05, 7849.15, 7846.55, 7848.2, 7847.95, 7848.95, 7847.2]"
1,11,5,11,"[7845.0, 7846.8, 7847.75, 7848.9, 7849.65, 7849.95, 7851.9, 7855.6, 7856.8, 7854.8, 7855.75, 7855.6, 7854.8, 7855.0, 7854.8, 7853.75, 7853.8, 7852.9, 7854.35, 7853.15, 7852.95, 7848.3, 7847.8, 7848.05, 7849.15, 7846.55, 7848.2, 7847.95, 7848.95, 7847.2, 7848.35, 7845.25, 7845.1, 7846.25, 7846.55, 7848.95, 7849.3, 7852.1, 7853.45, 7852.0, 7852.55, 7852.7, 7852.65, 7854.1, 7853.05, 7850.95, 7850.9, 7851.4, 7850.05, 7846.15, 7846.75, 7847.0, 7846.95, 7848.45, 7848.75, 7848.85, 7848.85, 7850.0, 7849.75, 7848.45]","[7845.0, 7846.8, 7847.75, 7848.9, 7849.65, 7849.95, 7851.9, 7855.6, 7856.8, 7854.8, 7855.75, 7855.6, 7854.8, 7855.0, 7854.8, 7853.75, 7853.8, 7852.9, 7854.35, 7853.15, 7852.95, 7848.3, 7847.8, 7848.05, 7849.15, 7846.55, 7848.2, 7847.95, 7848.95, 7847.2, 7848.35, 7845.25, 7845.1, 7846.25, 7846.55, 7848.95, 7849.3, 7852.1, 7853.45, 7852.0, 7852.55, 7852.7, 7852.65, 7854.1, 7853.05, 7850.95, 7850.9, 7851.4, 7850.05, 7846.15, 7846.75, 7847.0, 7846.95, 7848.45, 7848.75, 7848.85, 7848.85, 7850.0, 7849.75, 7848.45, 7848.45, 7848.1, 7848.7, 7847.6, 7847.6, 7847.05, 7847.8, 7847.2, 7848.35, 7848.35, 7847.5, 7848.25, 7848.9, 7847.75, 7846.9, 7843.65, 7842.3, 7843.85, 7845.1, 7844.0, 7842.55, 7845.4, 7845.8, 7849.1, 7850.7, 7852.2, 7852.4, 7849.95, 7853.35, 7854.65]"
1,11,5,12,"[7848.45, 7848.1, 7848.7, 7847.6, 7847.6, 7847.05, 7847.8, 7847.2, 7848.35, 7848.35, 7847.5, 7848.25, 7848.9, 7847.75, 7846.9, 7843.65, 7842.3, 7843.85, 7845.1, 7844.0, 7842.55, 7845.4, 7845.8, 7849.1, 7850.7, 7852.2, 7852.4, 7849.95, 7853.35, 7854.65, 7855.3, 7856.95, 7855.3, 7855.6, 7855.55, 7856.25, 7854.6, 7852.55, 7853.15, 7852.4, 7853.05, 7850.35, 7851.05, 7850.85, 7850.25, 7851.35, 7853.65, 7855.35, 7854.85, 7853.8, 7854.7, 7854.55, 7854.2, 7855.05, 7859.65, 7858.8, 7858.4, 7855.7, 7856.8, 7856.65]","[7848.45, 7848.1, 7848.7, 7847.6, 7847.6, 7847.05, 7847.8, 7847.2, 7848.35, 7848.35, 7847.5, 7848.25, 7848.9, 7847.75, 7846.9, 7843.65, 7842.3, 7843.85, 7845.1, 7844.0, 7842.55, 7845.4, 7845.8, 7849.1, 7850.7, 7852.2, 7852.4, 7849.95, 7853.35, 7854.65, 7855.3, 7856.95, 7855.3, 7855.6, 7855.55, 7856.25, 7854.6, 7852.55, 7853.15, 7852.4, 7853.05, 7850.35, 7851.05, 7850.85, 7850.25, 7851.35, 7853.65, 7855.35, 7854.85, 7853.8, 7854.7, 7854.55, 7854.2, 7855.05, 7859.65, 7858.8, 7858.4, 7855.7, 7856.8, 7856.65, 7856.3, 7858.6, 7858.7, 7858.85, 7858.4, 7858.3, 7860.2, 7860.2, 7859.1, 7858.25, 7858.6, 7858.1, 7857.15, 7857.65, 7858.25, 7858.2, 7858.8, 7858.8, 7861.9, 7862.1, 7864.3, 7864.0, 7862.0, 7862.65, 7864.2, 7864.85, 7865.8, 7868.35, 7868.45, 7869.85]"
1,11,5,13,"[7856.3, 7858.6, 7858.7, 7858.85, 7858.4, 7858.3, 7860.2, 7860.2, 7859.1, 7858.25, 7858.6, 7858.1, 7857.15, 7857.65, 7858.25, 7858.2, 7858.8, 7858.8, 7861.9, 7862.1, 7864.3, 7864.0, 7862.0, 7862.65, 7864.2, 7864.85, 7865.8, 7868.35, 7868.45, 7869.85, 7864.0, 7864.6, 7863.8, 7862.4, 7859.35, 7853.0, 7852.4, 7848.15, 7848.7, 7848.95, 7848.65, 7851.7, 7853.0, 7852.45, 7851.6, 7853.4, 7853.95, 7854.6, 7855.35, 7853.05, 7851.6, 7850.55, 7850.95, 7851.75, 7856.45, 7857.55, 7858.25, 7856.05, 7857.3, 7856.95]","[7856.3, 7858.6, 7858.7, 7858.85, 7858.4, 7858.3, 7860.2, 7860.2, 7859.1, 7858.25, 7858.6, 7858.1, 7857.15, 7857.65, 7858.25, 7858.2, 7858.8, 7858.8, 7861.9, 7862.1, 7864.3, 7864.0, 7862.0, 7862.65, 7864.2, 7864.85, 7865.8, 7868.35, 7868.45, 7869.85, 7864.0, 7864.6, 7863.8, 7862.4, 7859.35, 7853.0, 7852.4, 7848.15, 7848.7, 7848.95, 7848.65, 7851.7, 7853.0, 7852.45, 7851.6, 7853.4, 7853.95, 7854.6, 7855.35, 7853.05, 7851.6, 7850.55, 7850.95, 7851.75, 7856.45, 7857.55, 7858.25, 7856.05, 7857.3, 7856.95, 7856.25, 7857.8, 7858.3, 7857.6, 7856.95, 7851.35, 7852.4, 7853.15, 7856.5, 7857.05, 7857.85, 7857.4, 7857.15, 7857.5, 7857.3, 7854.2, 7856.2, 7858.65, 7857.1, 7859.15, 7856.35, 7845.9, 7844.6, 7840.4, 7836.9, 7841.65, 7840.65, 7844.95, 7840.95, 7843.05]"
3,11,5,10,"[7872.2, 7873.9, 7877.25, 7881.35, 7881.35, 7882.7, 7885.3, 7880.75, 7877.95, 7876.8, 7877.35, 7880.2, 7878.75, 7878.3, 7877.05, 7876.8, 7874.65, 7872.0, 7871.9, 7872.1, 7873.2, 7875.3, 7876.2, 7875.15, 7873.0, 7874.7, 7873.9, 7870.55, 7870.45, 7871.35, 7872.05, 7871.2, 7870.6, 7871.7, 7874.25, 7873.8, 7872.45, 7871.1, 7871.2, 7870.4, 7869.35, 7868.0, 7868.6, 7868.8, 7869.95, 7867.75, 7868.6, 7870.25, 7870.2, 7870.15, 7870.3, 7870.85, 7871.6, 7869.75, 7871.6, 7872.5, 7872.35, 7874.9, 7875.95, 7876.65]","[7872.2, 7873.9, 7877.25, 7881.35, 7881.35, 7882.7, 7885.3, 7880.75, 7877.95, 7876.8, 7877.35, 7880.2, 7878.75, 7878.3, 7877.05, 7876.8, 7874.65, 7872.0, 7871.9, 7872.1, 7873.2, 7875.3, 7876.2, 7875.15, 7873.0, 7874.7, 7873.9, 7870.55, 7870.45, 7871.35, 7872.05, 7871.2, 7870.6, 7871.7, 7874.25, 7873.8, 7872.45, 7871.1, 7871.2, 7870.4, 7869.35, 7868.0, 7868.6, 7868.8, 7869.95, 7867.75, 7868.6, 7870.25, 7870.2, 7870.15, 7870.3, 7870.85, 7871.6, 7869.75, 7871.6, 7872.5, 7872.35, 7874.9, 7875.95, 7876.65, 7876.65, 7875.45, 7875.3, 7875.65, 7875.05, 7874.65, 7874.85, 7875.3, 7875.85, 7876.2, 7878.25, 7877.05, 7874.7, 7875.15, 7874.5, 7874.15, 7874.65, 7874.0, 7874.75, 7875.0, 7875.8, 7875.8, 7875.3, 7873.95, 7874.35, 7874.5, 7873.35, 7873.8, 7872.9, 7873.7]"
3,11,5,11,"[7876.65, 7875.45, 7875.3, 7875.65, 7875.05, 7874.65, 7874.85, 7875.3, 7875.85, 7876.2, 7878.25, 7877.05, 7874.7, 7875.15, 7874.5, 7874.15, 7874.65, 7874.0, 7874.75, 7875.0, 7875.8, 7875.8, 7875.3, 7873.95, 7874.35, 7874.5, 7873.35, 7873.8, 7872.9, 7873.7, 7873.95, 7874.55, 7873.35, 7872.25, 7872.5, 7871.7, 7869.7, 7868.75, 7868.25, 7869.4, 7868.3, 7866.55, 7868.65, 7868.95, 7869.7, 7869.5, 7869.55, 7870.15, 7871.55, 7870.95, 7871.9, 7871.25, 7871.25, 7872.1, 7871.75, 7871.05, 7870.4, 7871.35, 7873.05, 7872.9]","[7876.65, 7875.45, 7875.3, 7875.65, 7875.05, 7874.65, 7874.85, 7875.3, 7875.85, 7876.2, 7878.25, 7877.05, 7874.7, 7875.15, 7874.5, 7874.15, 7874.65, 7874.0, 7874.75, 7875.0, 7875.8, 7875.8, 7875.3, 7873.95, 7874.35, 7874.5, 7873.35, 7873.8, 7872.9, 7873.7, 7873.95, 7874.55, 7873.35, 7872.25, 7872.5, 7871.7, 7869.7, 7868.75, 7868.25, 7869.4, 7868.3, 7866.55, 7868.65, 7868.95, 7869.7, 7869.5, 7869.55, 7870.15, 7871.55, 7870.95, 7871.9, 7871.25, 7871.25, 7872.1, 7871.75, 7871.05, 7870.4, 7871.35, 7873.05, 7872.9, 7873.2, 7872.4, 7873.75, 7872.9, 7874.05, 7872.15, 7871.05, 7871.65, 7871.4, 7871.25, 7871.45, 7869.9, 7870.7, 7870.35, 7870.6, 7870.05, 7869.05, 7868.65, 7869.3, 7868.9, 7869.75, 7870.05, 7868.85, 7868.8, 7869.15, 7868.55, 7867.85, 7867.95, 7867.1, 7868.7]"
3,11,5,12,"[7873.2, 7872.4, 7873.75, 7872.9, 7874.05, 7872.15, 7871.05, 7871.65, 7871.4, 7871.25, 7871.45, 7869.9, 7870.7, 7870.35, 7870.6, 7870.05, 7869.05, 7868.65, 7869.3, 7868.9, 7869.75, 7870.05, 7868.85, 7868.8, 7869.15, 7868.55, 7867.85, 7867.95, 7867.1, 7868.7, 7869.85, 7871.2, 7873.2, 7873.2, 7874.1, 7872.7, 7876.1, 7877.4, 7876.95, 7877.5, 7877.15, 7877.8, 7876.8, 7876.75, 7875.35, 7875.05, 7875.0, 7874.95, 7876.0, 7875.35, 7875.05, 7872.85, 7871.95, 7872.65, 7872.6, 7872.8, 7872.55, 7871.15, 7871.85, 7871.3]","[7873.2, 7872.4, 7873.75, 7872.9, 7874.05, 7872.15, 7871.05, 7871.65, 7871.4, 7871.25, 7871.45, 7869.9, 7870.7, 7870.35, 7870.6, 7870.05, 7869.05, 7868.65, 7869.3, 7868.9, 7869.75, 7870.05, 7868.85, 7868.8, 7869.15, 7868.55, 7867.85, 7867.95, 7867.1, 7868.7, 7869.85, 7871.2, 7873.2, 7873.2, 7874.1, 7872.7, 7876.1, 7877.4, 7876.95, 7877.5, 7877.15, 7877.8, 7876.8, 7876.75, 7875.35, 7875.05, 7875.0, 7874.95, 7876.0, 7875.35, 7875.05, 7872.85, 7871.95, 7872.65, 7872.6, 7872.8, 7872.55, 7871.15, 7871.85, 7871.3, 7871.8, 7871.45, 7871.3, 7871.5, 7871.85, 7872.15, 7872.25, 7874.1, 7873.8, 7872.7, 7873.8, 7874.85, 7874.25, 7874.0, 7872.95, 7873.95, 7874.65, 7871.75, 7870.65, 7869.8, 7871.3, 7873.25, 7873.55, 7871.55, 7870.65, 7870.95, 7872.1, 7873.3, 7876.05, 7876.0]"
3,11,5,13,"[7871.8, 7871.45, 7871.3, 7871.5, 7871.85, 7872.15, 7872.25, 7874.1, 7873.8, 7872.7, 7873.8, 7874.85, 7874.25, 7874.0, 7872.95, 7873.95, 7874.65, 7871.75, 7870.65, 7869.8, 7871.3, 7873.25, 7873.55, 7871.55, 7870.65, 7870.95, 7872.1, 7873.3, 7876.05, 7876.0, 7876.4, 7875.45, 7875.45, 7875.35, 7876.95, 7880.5, 7881.25, 7880.2, 7882.65, 7882.7, 7883.15, 7880.45, 7880.65, 7881.4, 7882.05, 7881.6, 7880.35, 7877.3, 7878.95, 7878.3, 7877.4, 7877.95, 7878.65, 7879.6, 7880.85, 7882.85, 7885.8, 7886.95, 7885.2, 7883.7]","[7871.8, 7871.45, 7871.3, 7871.5, 7871.85, 7872.15, 7872.25, 7874.1, 7873.8, 7872.7, 7873.8, 7874.85, 7874.25, 7874.0, 7872.95, 7873.95, 7874.65, 7871.75, 7870.65, 7869.8, 7871.3, 7873.25, 7873.55, 7871.55, 7870.65, 7870.95, 7872.1, 7873.3, 7876.05, 7876.0, 7876.4, 7875.45, 7875.45, 7875.35, 7876.95, 7880.5, 7881.25, 7880.2, 7882.65, 7882.7, 7883.15, 7880.45, 7880.65, 7881.4, 7882.05, 7881.6, 7880.35, 7877.3, 7878.95, 7878.3, 7877.4, 7877.95, 7878.65, 7879.6, 7880.85, 7882.85, 7885.8, 7886.95, 7885.2, 7883.7, 7883.6, 7882.6, 7879.6, 7880.65, 7881.2, 7880.25, 7880.95, 7883.7, 7882.85, 7883.5, 7884.95, 7884.3, 7884.35, 7886.4, 7888.65, 7889.55, 7890.4, 7891.35, 7891.3, 7892.3, 7892.9, 7893.9, 7894.55, 7891.75, 7889.95, 7889.35, 7889.55, 7886.8, 7884.95, 7885.5]"
4,11,5,10,"[7930.35, 7925.8, 7926.15, 7927.85, 7925.45, 7921.8, 7920.6, 7920.9, 7923.65, 7926.6, 7925.35, 7926.45, 7923.85, 7923.6, 7922.9, 7924.35, 7924.5, 7927.5, 7930.6, 7931.0, 7930.65, 7935.55, 7933.1, 7934.2, 7931.25, 7929.7, 7928.8, 7926.75, 7926.55, 7925.55, 7924.7, 7924.65, 7924.95, 7926.25, 7927.7, 7927.5, 7927.8, 7927.4, 7930.25, 7931.25, 7930.45, 7928.0, 7928.05, 7927.9, 7929.0, 7927.65, 7927.7, 7928.6, 7930.85, 7931.45, 7930.55, 7931.25, 7930.85, 7931.15, 7932.4, 7933.4, 7934.15, 7938.3, 7937.15, 7938.4]","[7930.35, 7925.8, 7926.15, 7927.85, 7925.45, 7921.8, 7920.6, 7920.9, 7923.65, 7926.6, 7925.35, 7926.45, 7923.85, 7923.6, 7922.9, 7924.35, 7924.5, 7927.5, 7930.6, 7931.0, 7930.65, 7935.55, 7933.1, 7934.2, 7931.25, 7929.7, 7928.8, 7926.75, 7926.55, 7925.55, 7924.7, 7924.65, 7924.95, 7926.25, 7927.7, 7927.5, 7927.8, 7927.4, 7930.25, 7931.25, 7930.45, 7928.0, 7928.05, 7927.9, 7929.0, 7927.65, 7927.7, 7928.6, 7930.85, 7931.45, 7930.55, 7931.25, 7930.85, 7931.15, 7932.4, 7933.4, 7934.15, 7938.3, 7937.15, 7938.4, 7937.05, 7936.75, 7937.8, 7935.9, 7935.65, 7935.15, 7934.55, 7932.15, 7933.95, 7933.8, 7934.75, 7936.75, 7937.0, 7935.6, 7934.55, 7933.75, 7935.7, 7935.7, 7935.65, 7935.6, 7936.3, 7934.6, 7933.5, 7936.05, 7936.1, 7936.75, 7934.85, 7935.5, 7934.05, 7933.55]"
4,11,5,11,"[7937.05, 7936.75, 7937.8, 7935.9, 7935.65, 7935.15, 7934.55, 7932.15, 7933.95, 7933.8, 7934.75, 7936.75, 7937.0, 7935.6, 7934.55, 7933.75, 7935.7, 7935.7, 7935.65, 7935.6, 7936.3, 7934.6, 7933.5, 7936.05, 7936.1, 7936.75, 7934.85, 7935.5, 7934.05, 7933.55, 7936.65, 7934.15, 7932.55, 7931.55, 7931.25, 7930.4, 7931.6, 7931.8, 7932.2, 7930.0, 7929.5, 7925.45, 7924.45, 7922.6, 7922.3, 7922.1, 7919.95, 7916.15, 7916.45, 7917.55, 7920.15, 7920.05, 7917.95, 7916.8, 7915.3, 7914.3, 7913.9, 7911.75, 7906.95, 7906.2]","[7937.05, 7936.75, 7937.8, 7935.9, 7935.65, 7935.15, 7934.55, 7932.15, 7933.95, 7933.8, 7934.75, 7936.75, 7937.0, 7935.6, 7934.55, 7933.75, 7935.7, 7935.7, 7935.65, 7935.6, 7936.3, 7934.6, 7933.5, 7936.05, 7936.1, 7936.75, 7934.85, 7935.5, 7934.05, 7933.55, 7936.65, 7934.15, 7932.55, 7931.55, 7931.25, 7930.4, 7931.6, 7931.8, 7932.2, 7930.0, 7929.5, 7925.45, 7924.45, 7922.6, 7922.3, 7922.1, 7919.95, 7916.15, 7916.45, 7917.55, 7920.15, 7920.05, 7917.95, 7916.8, 7915.3, 7914.3, 7913.9, 7911.75, 7906.95, 7906.2, 7906.9, 7894.25, 7899.1, 7901.7, 7899.15, 7899.4, 7904.2, 7904.85, 7905.1, 7904.65, 7903.35, 7899.55, 7898.95, 7898.85, 7898.55, 7896.5, 7895.85, 7900.4, 7898.0, 7899.2, 7901.1, 7903.4, 7900.9, 7902.85, 7906.3, 7910.5, 7909.55, 7912.0, 7911.8, 7908.25]"
4,11,5,12,"[7906.9, 7894.25, 7899.1, 7901.7, 7899.15, 7899.4, 7904.2, 7904.85, 7905.1, 7904.65, 7903.35, 7899.55, 7898.95, 7898.85, 7898.55, 7896.5, 7895.85, 7900.4, 7898.0, 7899.2, 7901.1, 7903.4, 7900.9, 7902.85, 7906.3, 7910.5, 7909.55, 7912.0, 7911.8, 7908.25, 7910.45, 7907.3, 7905.75, 7906.55, 7906.7, 7907.9, 7907.7, 7908.4, 7905.45, 7905.85, 7906.3, 7905.65, 7906.3, 7906.4, 7905.4, 7906.5, 7905.75, 7906.95, 7907.3, 7907.35, 7910.35, 7909.75, 7908.6, 7908.95, 7909.25, 7908.15, 7907.9, 7909.5, 7908.7, 7906.75]","[7906.9, 7894.25, 7899.1, 7901.7, 7899.15, 7899.4, 7904.2, 7904.85, 7905.1, 7904.65, 7903.35, 7899.55, 7898.95, 7898.85, 7898.55, 7896.5, 7895.85, 7900.4, 7898.0, 7899.2, 7901.1, 7903.4, 7900.9, 7902.85, 7906.3, 7910.5, 7909.55, 7912.0, 7911.8, 7908.25, 7910.45, 7907.3, 7905.75, 7906.55, 7906.7, 7907.9, 7907.7, 7908.4, 7905.45, 7905.85, 7906.3, 7905.65, 7906.3, 7906.4, 7905.4, 7906.5, 7905.75, 7906.95, 7907.3, 7907.35, 7910.35, 7909.75, 7908.6, 7908.95, 7909.25, 7908.15, 7907.9, 7909.5, 7908.7, 7906.75, 7906.75, 7905.9, 7904.65, 7903.95, 7902.3, 7899.8, 7900.25, 7901.1, 7903.2, 7908.7, 7909.5, 7908.05, 7911.0, 7914.05, 7912.5, 7915.05, 7919.15, 7919.6, 7916.4, 7918.05, 7913.05, 7917.25, 7917.65, 7917.95, 7917.5, 7916.85, 7916.75, 7916.65, 7918.9, 7920.45]"
4,11,5,13,"[7906.75, 7905.9, 7904.65, 7903.95, 7902.3, 7899.8, 7900.25, 7901.1, 7903.2, 7908.7, 7909.5, 7908.05, 7911.0, 7914.05, 7912.5, 7915.05, 7919.15, 7919.6, 7916.4, 7918.05, 7913.05, 7917.25, 7917.65, 7917.95, 7917.5, 7916.85, 7916.75, 7916.65, 7918.9, 7920.45, 7921.35, 7921.7, 7918.7, 7913.65, 7911.5, 7910.85, 7912.5, 7913.5, 7915.9, 7916.65, 7918.5, 7916.4, 7911.05, 7915.2, 7912.3, 7913.9, 7919.6, 7920.45, 7921.95, 7920.05, 7919.35, 7922.55, 7923.45, 7920.9, 7919.4, 7920.15, 7916.6, 7917.65, 7920.65, 7922.0]","[7906.75, 7905.9, 7904.65, 7903.95, 7902.3, 7899.8, 7900.25, 7901.1, 7903.2, 7908.7, 7909.5, 7908.05, 7911.0, 7914.05, 7912.5, 7915.05, 7919.15, 7919.6, 7916.4, 7918.05, 7913.05, 7917.25, 7917.65, 7917.95, 7917.5, 7916.85, 7916.75, 7916.65, 7918.9, 7920.45, 7921.35, 7921.7, 7918.7, 7913.65, 7911.5, 7910.85, 7912.5, 7913.5, 7915.9, 7916.65, 7918.5, 7916.4, 7911.05, 7915.2, 7912.3, 7913.9, 7919.6, 7920.45, 7921.95, 7920.05, 7919.35, 7922.55, 7923.45, 7920.9, 7919.4, 7920.15, 7916.6, 7917.65, 7920.65, 7922.0, 7921.6, 7922.95, 7925.2, 7931.1, 7933.0, 7928.8, 7928.6, 7925.6, 7926.65, 7925.9, 7927.15, 7927.6, 7929.4, 7932.1, 7931.35, 7931.1, 7932.05, 7933.45, 7930.8, 7928.4, 7929.35, 7934.6, 7934.35, 7937.55, 7935.8, 7937.25, 7935.3, 7937.95, 7937.25, 7940.35]"
0,11,6,10,"[7948.45, 7944.8, 7942.9, 7940.65, 7939.5, 7937.95, 7939.7, 7939.4, 7938.8, 7940.2, 7942.65, 7941.8, 7940.25, 7937.9, 7937.15, 7936.2, 7934.25, 7933.0, 7933.45, 7934.5, 7931.75, 7928.7, 7930.6, 7929.35, 7929.8, 7930.6, 7931.45, 7932.55, 7934.65, 7934.95, 7935.3, 7935.0, 7934.15, 7935.1, 7935.3, 7934.2, 7933.6, 7933.3, 7932.95, 7931.6, 7929.6, 7929.6, 7930.05, 7930.7, 7930.55, 7930.0, 7932.75, 7934.55, 7933.05, 7934.85, 7933.1, 7933.9, 7938.15, 7936.4, 7934.95, 7933.4, 7933.2, 7935.5, 7935.3, 7936.3]","[7948.45, 7944.8, 7942.9, 7940.65, 7939.5, 7937.95, 7939.7, 7939.4, 7938.8, 7940.2, 7942.65, 7941.8, 7940.25, 7937.9, 7937.15, 7936.2, 7934.25, 7933.0, 7933.45, 7934.5, 7931.75, 7928.7, 7930.6, 7929.35, 7929.8, 7930.6, 7931.45, 7932.55, 7934.65, 7934.95, 7935.3, 7935.0, 7934.15, 7935.1, 7935.3, 7934.2, 7933.6, 7933.3, 7932.95, 7931.6, 7929.6, 7929.6, 7930.05, 7930.7, 7930.55, 7930.0, 7932.75, 7934.55, 7933.05, 7934.85, 7933.1, 7933.9, 7938.15, 7936.4, 7934.95, 7933.4, 7933.2, 7935.5, 7935.3, 7936.3, 7937.15, 7939.9, 7941.55, 7940.2, 7939.1, 7938.05, 7937.4, 7936.8, 7936.3, 7936.4, 7935.5, 7934.6, 7934.75, 7935.25, 7935.0, 7939.3, 7940.7, 7940.0, 7938.8, 7937.6, 7938.05, 7936.9, 7936.9, 7937.35, 7937.85, 7937.15, 7934.85, 7934.6, 7931.5, 7932.35]"
0,11,6,11,"[7937.15, 7939.9, 7941.55, 7940.2, 7939.1, 7938.05, 7937.4, 7936.8, 7936.3, 7936.4, 7935.5, 7934.6, 7934.75, 7935.25, 7935.0, 7939.3, 7940.7, 7940.0, 7938.8, 7937.6, 7938.05, 7936.9, 7936.9, 7937.35, 7937.85, 7937.15, 7934.85, 7934.6, 7931.5, 7932.35, 7933.8, 7934.0, 7932.65, 7932.5, 7931.9, 7931.1, 7933.5, 7934.15, 7933.4, 7932.35, 7933.15, 7931.65, 7931.15, 7930.9, 7931.55, 7930.6, 7931.0, 7930.35, 7932.35, 7934.95, 7934.45, 7933.95, 7935.5, 7936.0, 7938.0, 7939.75, 7938.0, 7937.0, 7936.7, 7937.3]","[7937.15, 7939.9, 7941.55, 7940.2, 7939.1, 7938.05, 7937.4, 7936.8, 7936.3, 7936.4, 7935.5, 7934.6, 7934.75, 7935.25, 7935.0, 7939.3, 7940.7, 7940.0, 7938.8, 7937.6, 7938.05, 7936.9, 7936.9, 7937.35, 7937.85, 7937.15, 7934.85, 7934.6, 7931.5, 7932.35, 7933.8, 7934.0, 7932.65, 7932.5, 7931.9, 7931.1, 7933.5, 7934.15, 7933.4, 7932.35, 7933.15, 7931.65, 7931.15, 7930.9, 7931.55, 7930.6, 7931.0, 7930.35, 7932.35, 7934.95, 7934.45, 7933.95, 7935.5, 7936.0, 7938.0, 7939.75, 7938.0, 7937.0, 7936.7, 7937.3, 7938.45, 7940.7, 7940.1, 7941.45, 7940.8, 7938.0, 7938.75, 7939.7, 7939.4, 7939.25, 7939.95, 7941.0, 7941.4, 7943.05, 7944.25, 7944.4, 7947.75, 7947.2, 7947.1, 7947.7, 7948.35, 7949.8, 7949.0, 7947.55, 7946.45, 7946.65, 7946.5, 7947.65, 7947.0, 7946.05]"
0,11,6,12,"[7938.45, 7940.7, 7940.1, 7941.45, 7940.8, 7938.0, 7938.75, 7939.7, 7939.4, 7939.25, 7939.95, 7941.0, 7941.4, 7943.05, 7944.25, 7944.4, 7947.75, 7947.2, 7947.1, 7947.7, 7948.35, 7949.8, 7949.0, 7947.55, 7946.45, 7946.65, 7946.5, 7947.65, 7947.0, 7946.05, 7947.8, 7947.8, 7952.75, 7951.6, 7949.9, 7949.55, 7948.75, 7949.25, 7948.15, 7948.1, 7948.8, 7948.75, 7949.8, 7950.6, 7951.15, 7947.9, 7945.05, 7942.95, 7943.0, 7942.2, 7941.1, 7937.55, 7940.0, 7940.9, 7940.2, 7940.6, 7941.7, 7942.95, 7943.85, 7943.35]","[7938.45, 7940.7, 7940.1, 7941.45, 7940.8, 7938.0, 7938.75, 7939.7, 7939.4, 7939.25, 7939.95, 7941.0, 7941.4, 7943.05, 7944.25, 7944.4, 7947.75, 7947.2, 7947.1, 7947.7, 7948.35, 7949.8, 7949.0, 7947.55, 7946.45, 7946.65, 7946.5, 7947.65, 7947.0, 7946.05, 7947.8, 7947.8, 7952.75, 7951.6, 7949.9, 7949.55, 7948.75, 7949.25, 7948.15, 7948.1, 7948.8, 7948.75, 7949.8, 7950.6, 7951.15, 7947.9, 7945.05, 7942.95, 7943.0, 7942.2, 7941.1, 7937.55, 7940.0, 7940.9, 7940.2, 7940.6, 7941.7, 7942.95, 7943.85, 7943.35, 7940.5, 7941.45, 7941.55, 7939.35, 7940.0, 7939.1, 7934.45, 7934.15, 7935.05, 7934.8, 7932.3, 7933.3, 7931.75, 7932.3, 7931.05, 7927.6, 7929.35, 7931.8, 7933.8, 7934.2, 7937.1, 7937.6, 7939.05, 7940.35, 7941.75, 7940.25, 7939.85, 7938.0, 7939.25, 7940.2]"
